0.00,0.00
0.10,-0.00
0.20,-0.00
0.30,-0.00
0.40,-0.00
0.50,-0.01
0.60,-0.00
0.70,-0.00
0.80,-0.00
0.90,-0.00
1.00,0.00
1.10,0.00
1.20,0.00
1.30,0.00
1.40,-0.00
1.50,0.00
1.60,0.00
1.70,0.01
1.80,0.01
1.90,0.01
2.00,0.01
2.10,0.01
2.20,0.01
2.30,0.01
2.40,0.01
2.50,0.01
2.60,0.01
2.70,0.01
2.80,0.01
2.90,0.01
3.00,0.01
3.10,0.00
3.20,0.01
3.30,0.01
3.40,0.01
3.50,0.00
3.60,0.00
3.70,0.00
3.80,0.00
3.90,0.00
4.00,0.00
4.10,0.01
4.20,0.01
4.30,0.01
4.40,0.01
4.50,0.01
4.60,0.01
4.70,0.01
4.80,0.01
4.90,0.01
5.00,0.02
5.10,0.02
5.20,0.02
5.30,0.02
5.40,0.02
5.50,0.02
5.60,0.02
5.70,0.02
5.80,0.02
5.90,0.02
6.00,0.02
6.10,0.02
6.20,0.02
6.30,0.02
6.40,0.02
6.50,0.02
6.60,0.02
6.70,0.02
6.80,0.02
6.90,0.02
7.00,0.02
7.10,0.02
7.20,0.02
7.30,0.03
7.40,0.03
7.50,0.03
7.60,0.03
7.70,0.03
7.80,0.03
7.90,0.03
8.00,0.03
8.10,0.03
8.20,0.03
8.30,0.03
8.40,0.02
8.50,0.02
8.60,0.02
8.70,0.01
8.80,0.01
8.90,0.01
9.00,0.01
9.10,0.01
9.20,0.01
9.30,0.01
9.40,0.01
9.50,0.01
9.60,0.01
9.70,0.01
9.80,0.02
9.90,0.02
10.00,0.02
10.10,0.02
10.20,0.02
10.30,0.02
10.40,0.03
10.50,0.03
10.60,0.03
10.70,0.04
10.80,0.04
10.90,0.04
11.00,0.04
11.10,0.05
11.20,0.05
11.30,0.05
11.40,0.05
11.50,0.06
11.60,0.06
11.70,0.06
11.80,0.06
11.90,0.06
12.00,0.06
12.10,0.06
12.20,0.06
12.30,0.06
12.40,0.06
12.50,0.07
12.60,0.07
12.70,0.07
12.80,0.08
12.90,0.08
13.00,0.08
13.10,0.08
13.20,0.08
13.30,0.08
13.40,0.08
13.50,0.08
13.60,0.08
13.70,0.08
13.80,0.09
13.90,0.09
14.00,0.09
14.10,0.10
14.20,0.10
14.30,0.10
14.40,0.10
14.50,0.10
14.60,0.10
14.70,0.10
14.80,0.10
14.90,0.10
15.00,0.10
15.10,0.10
15.20,0.10
15.30,0.10
15.40,0.10
15.50,0.10
15.60,0.09
15.70,0.09
15.80,0.09
15.90,0.08
16.00,0.08
16.10,0.07
16.20,0.07
16.30,0.06
16.40,0.06
16.50,0.05
16.60,0.05
16.70,0.05
16.80,0.05
16.90,0.04
17.00,0.04
17.10,0.04
17.20,0.04
17.30,0.04
17.40,0.04
17.50,0.04
17.60,0.04
17.70,0.04
17.80,0.04
17.90,0.05
18.00,0.05
18.10,0.05
18.20,0.05
18.30,0.05
18.40,0.05
18.50,0.05
18.60,0.06
18.70,0.06
18.80,0.06
18.90,0.06
19.00,0.06
19.10,0.06
19.20,0.06
19.30,0.06
19.40,0.06
19.50,0.06
19.60,0.06
19.70,0.06
19.80,0.06
19.90,0.06
20.00,0.06
20.10,0.06
20.20,0.06
20.30,0.05
20.40,0.05
20.50,0.05
20.60,0.05
20.70,0.05
20.80,0.05
20.90,0.05
21.00,0.05
21.10,0.05
21.20,0.05
21.30,0.05
21.40,0.05
21.50,0.05
21.60,0.05
21.70,0.05
21.80,0.05
21.90,0.06
22.00,0.06
22.10,0.06
22.20,0.07
22.30,0.07
22.40,0.07
22.50,0.07
22.60,0.07
22.70,0.07
22.80,0.06
22.90,0.06
23.00,0.06
23.10,0.06
23.20,0.06
23.30,0.06
23.40,0.05
23.50,0.05
23.60,0.05
23.70,0.05
23.80,0.05
23.90,0.05
24.00,0.05
24.10,0.04
24.20,0.04
24.30,0.04
24.40,0.03
24.50,0.03
24.60,0.03
24.70,0.03
24.80,0.03
24.90,0.03
25.00,0.03
25.10,0.02
25.20,0.02
25.30,0.02
25.40,0.01
25.50,0.01
25.60,0.01
25.70,0.01
25.80,0.00
25.90,0.00
26.00,0.01
26.10,0.00
26.20,0.00
26.30,0.00
26.40,0.00
26.50,0.00
26.60,0.00
26.70,0.00
26.80,-0.00
26.90,-0.00
27.00,-0.01
27.10,-0.01
27.20,-0.01
27.30,-0.01
27.40,-0.01
27.50,-0.02
27.60,-0.02
27.70,-0.02
27.80,-0.03
27.90,-0.03
28.00,-0.03
28.10,-0.03
28.20,-0.03
28.30,-0.03
28.40,-0.02
28.50,-0.02
28.60,-0.02
28.70,-0.02
28.80,-0.02
28.90,-0.02
29.00,-0.02
29.10,-0.02
29.20,-0.02
29.30,-0.02
29.40,-0.02
29.50,-0.02
29.60,-0.02
29.70,-0.02
29.80,-0.02
29.90,-0.02
30.00,-0.02
30.10,-0.02
30.20,-0.03
30.30,-0.03
30.40,-0.03
30.50,-0.03
